dd_synsets,times_synsets,scores
"['language', 'regional', 'channels', 'mann', 'idea', 'qi', 'regional', 'regional', 'channels', 'office', 'citizen', 'regional', 'idea', 'sunday', 'radio', 'regional', 'information', 'office', 'regional', 'citizen', 'regional', 'channels', 'regional', 'india', 'regional', 'mann', 'regional', 'idea', 'channels', 'regional', 'idea', 'radio', 'regional', 'program', 'regional', 'people', 'language', 'people', 'regional', 'india', 'share', 'people', 'regional', 'program', 'program', 'people', 'channels', 'regional', 'regional', 'idea', 'regional', 'idea', 'india', 'regional', 'regional', 'regional', 'people', 'regional', 'sunday', 'regional', 'citizen', 'people', 'language', 'repeat', 'people', 'sunday', 'program']","['play', 'spare', 'violence', 'mann', 'religion', 'qi', 'state', 'let', 'autopsy', 'mosque', 'teach', 'clean', 'ganesh', 'festival', 'computer', 'empower', 'hello', 'temple', 'regenerate', 'volunteer', 'fall_back', 'cleanliness', 'pledge', 'gujarat', 'transform', 'teacher', 'play', 'tradition', 'sport', 'take', 'political_orientation', 'radio', 'deluge', 'individual', 'observe', 'team', 'environment', 'stations', 'mind', 'field', 'highlight', 'village', 'lead', 'happy', 'welcome', 'mission', 'motion', 'pass', 'keep', 'focus', 'affect', 'mark', 'india', 'come', 'declare', 'establish', 'community', 'put', 'october', 'travel', 'universe', 'law', 'hundred_thousand', 'address', 'state', 'sunday', 'political']","[0.17, 0.25, 0.14, 1.0, 0.25, 1.0, 0.25, 0.33, 0.11, 0.14, 0.09, 0.25, 0.14, 0.17, 0.12, 0.25, 0.2, 0.14, 0.2, 0.14, 0.25, 0.11, 0.14, 0.12, 0.25, 0.33, 0.25, 0.33, 0.14, 0.25, 0.17, 1.0, 0.2, 0.8, 0.33, 0.17, 0.14, 0.17, 0.14, 0.11, 0.14, 0.17, 0.33, 0.34, 0.54, 0.17, 0.14, 0.25, 0.33, 0.12, 0.25, 0.11, 1.0, 0.25, 0.2, 0.33, 0.2, 0.25, 0.12, 0.33, 0.12, 0.25, 0.11, 0.2, 0.14, 1.0, 0.37]"
"['terrorist', 'police', 'district', 'attack', 'complex', 'complex', 'manner', 'district', 'force', 'brush', 'terrorist', 'district', 'complex', 'security', 'corner', 'police', 'police', 'district', 'manner', 'complex', 'kill', 'complex', 'police', 'brush', 'terrorist', 'terrorist', 'police', 'force', 'station', 'open_fire', 'complex', 'complex', 'modesty', 'suicide', 'police', 'brush', 'grenade', 'terrorist', 'police', 'terrorist', 'district', 'district', 'kill', 'massive', 'complex', 'safety', 'force', 'brush', 'manner', 'force', 'manner', 'attack', 'force', 'police', 'cardinal', 'terrorist']","['martyr', 'mortal', 'dig', 'rite', 'stay', 'meet', 'gigahertz', 'kashmir', 'force', 'ceremony', 'terrorist', 'district', 'travel', 'security', 'conduct', 'last', 'present', 'kashmir', 'ops', 'condole', 'kill', 'perform', 'particular', 'gunfight', 'mufti', 'policeman', 'police', 'line', 'put', 'gun', 'complex', 'condemn', 'modesty', 'suicide', 'strongly', 'duty', 'aircraft', 'jawan', 'old', 'soldier', 'topographic_point', 'body', 'kill', 'massive', 'lose', 'life', 'group', 'death', 'yesterday', 'force', 'defense_mechanism', 'attack', 'force', 'new', 'cardinal', 'curate']","[0.17, 0.42, 0.17, 0.17, 0.25, 0.33, 0.12, 0.25, 1.0, 0.12, 1.0, 1.0, 0.33, 1.0, 0.25, 0.69, 0.74, 0.25, 0.08, 0.12, 1.0, 0.33, 0.65, 0.33, 0.17, 0.14, 1.0, 0.14, 0.33, 0.33, 1.0, 0.11, 1.0, 1.0, 0.18, 0.17, 0.12, 0.14, 0.78, 0.12, 0.2, 0.14, 1.0, 1.0, 0.33, 0.2, 0.25, 0.12, 0.12, 1.0, 0.12, 1.0, 1.0, 0.88, 1.0, 0.14]"
"['rise', 'interim', 'conviction', 'weaponry', 'action', 'weaponry', 'security', 'violence', 'weaponry', 'violence', 'area', 'weaponry']","['run', 'scale', 'conviction', 'head', 'movie', 'supporter', 'safety', 'large', 'member', 'violence', 'region', 'medium']","[0.25, 0.17, 1.0, 0.11, 0.17, 0.11, 0.5, 0.51, 0.1, 1.0, 0.25, 0.33]"
"['situation', 'head', 'stairs', 'base', 'law', 'paramilitary', 'paramilitary', 'presentation', 'head', 'order', 'punjab', 'meeting', 'advice', 'top', 'paramilitary', 'mail', 'head', 'paramilitary', 'situation', 'order', 'paramilitary', 'paramilitary', 'paramilitary', 'order', 'intelligence', 'mail', 'paramilitary', 'paramilitary', 'head', 'situation', 'official', 'presentation', 'paramilitary', 'paramilitary', 'paramilitary', 'head', 'presentation', 'head', 'paramilitary', 'situation', 'presentation', 'paramilitary', 'mail', 'mail', 'train', 'paramilitary', 'paramilitary', 'union', 'paramilitary', 'head', 'official', 'paramilitary', 'paramilitary', 'advise', 'paramilitary', 'law', 'paramilitary', 'passenger', 'head', 'paramilitary', 'paramilitary', 'paramilitary']","['darmstadtium', 'rape', 'movie', 'random-access_memory', 'following', 'religious', 'file', 'castration', 'guru', 'case', 'punjab', 'court', 'allegation', 'sheet', 'anonymous', 'section', 'head', 'allege', 'relationship', 'certification', 'systematically', 'headquarter', 'physical', 'controversy', 'evidence', 'letter', 'sexually', 'condemnable', 'leader', 'fit', 'editor', 'charge', 'rape', 'high', 'harmonize', 'journalist', 'charge', 'woman', 'penal', 'mass', 'training', 'claim', 'report', 'code', 'weaponry', 'kill', 'name', 'administration', 'however', 'member', 'samson', 'purify', 'pornographic', 'imply', 'ignited', 'faithful', 'draft', 'displaced_person', 'censor', 'emasculate', 'emasculate', 'blasphemous']","[0.11, 0.1, 0.14, 0.14, 0.2, 0.08, 0.12, 0.11, 0.25, 0.14, 1.0, 0.25, 0.12, 0.17, 0.14, 0.17, 1.0, 0.2, 0.17, 0.11, 0.41, 0.17, 0.59, 0.17, 0.2, 0.12, 0.89, 0.79, 0.5, 0.14, 0.33, 0.17, 0.25, 0.87, 0.2, 0.17, 0.17, 0.2, 0.2, 0.17, 0.25, 0.25, 0.14, 0.2, 0.2, 0.33, 0.2, 0.2, 0.93, 0.17, 0.33, 0.2, 0.4, 0.14, 0.83, 0.17, 0.17, 0.17, 0.25, 0.2, 0.2, 0.44]"
"['meat', 'exporter', 'connection', 'money', 'court', 'particular', 'particular', 'collar', 'particular', 'directorate', 'connection', 'directorate', 'particular', 'particular', 'exporter', 'prevention', 'connection', 'connection', 'prevention', 'prevention', 'particular', 'court', 'exporter', 'particular', 'exporter', 'enforcement', 'detention', 'probe', 'exporter', 'meat', 'connection', 'exporter', 'meat', 'judge', 'laundering', 'exporter', 'delhi', 'enforcement', 'particular', 'particular', 'prevention', 'connection', 'exporter', 'laundering', 'enforcement', 'particular', 'particular', 'commissariat', 'send', 'connection', 'court', 'erectile_dysfunction', 'directorate', 'exporter', 'connection', 'prevention', 'particular', 'connection', 'exporter', 'court', 'particular', 'meat', 'exporter', 'exporter', 'judge', 'laundering', 'send', 'send', 'exporter', 'connection', 'particular', 'court', 'exporter', 'connection', 'connection', 'days', 'directorate', 'particular']","['meat', 'exporter', 'tax', 'money', 'hawala', 'produce', 'allege', 'collar', 'wash', 'agency', 'evasion', 'department', 'probe', 'probe', 'controversial', 'case', 'assets', 'income', 'prevention', 'dealings', 'register', 'court', 'allegedly', 'remit', 'undisclosed', 'imposition', 'gratification', 'probe', 'foreign', 'finish', 'today', 'public', 'europe', 'billionaire', 'maltreatment', 'fact-finding', 'dubai', 'prosecution', 'book', 'own', 'transportation', 'influence', 'black', 'search', 'engagement', 'emerge', 'allege', 'commissariat', 'question', 'manner', 'firm', 'ailment', 'directorate', 'up-to-the-minute', 'conspiracy', 'channels', 'confront', 'funds', 'multiple', 'company', 'name', 'position', 'condemnable', 'fresh', 'director', 'activity', 'question', 'transport', 'declared', 'corruptness', 'establish', 'government', 'late', 'information', 'group', 'night', 'family', 'lead']","[1.0, 1.0, 0.14, 1.0, 0.1, 0.25, 0.2, 1.0, 0.2, 0.2, 0.11, 0.17, 0.2, 0.2, 0.16, 0.17, 0.25, 0.12, 1.0, 0.14, 0.14, 1.0, 0.11, 0.17, 0.26, 0.5, 0.11, 1.0, 0.4, 0.09, 0.14, 0.12, 0.1, 0.2, 0.14, 0.74, 0.33, 0.14, 0.17, 0.33, 0.14, 0.14, 0.12, 0.2, 0.25, 0.25, 0.2, 1.0, 0.09, 0.17, 0.12, 0.17, 1.0, 0.11, 0.12, 0.17, 0.2, 0.2, 0.29, 0.14, 0.2, 0.11, 0.39, 0.79, 0.14, 0.25, 0.09, 0.33, 0.87, 0.11, 0.33, 0.14, 0.24, 0.17, 0.25, 0.25, 0.17, 0.33]"
"['bihar', 'affect', 'area', 'aerial', 'survey', 'roentgen', 'air', 'district', 'situation', 'insurance', 'insurance', 'aerial', 'aerial', 'relief', 'survey', 'aerial', 'topographic_point', 'deluge', 'aerial', 'aerial', 'people', 'aerial', 'affect', 'roentgen', 'topographic_point', 'aerial', 'fly', 'people', 'topographic_point', 'flood', 'aerial', 'farmer', 'aerial', 'aerial', 'people', 'situation', 'aerial', 'damage', 'aerial', 'aerial', 'crore', 'follow', 'aerial', 'aerial', 'people', 'state', 'premier', 'curate']","['bihar', 'affect', 'area', 'aerial', 'survey', 'centimeter', 'water', 'district', 'situation', 'stock', 'toll', 'continue', 'declared', 'relief', 'autopsy', 'seventy', 'embankment', 'deluge', 'disruptive', 'present', 'flood', 'mount', 'interrupt', 'roentgen', 'range', 'spread', 'rise', 'traffic', 'railing', 'flood', 'urban', 'menace', 'fresh', 'take', 'section', 'degree', 'reach', 'death', 'leave', 'august', 'hundred_thousand', 'follow', 'read', 'take', 'people', 'state', 'premier', 'curate']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.14, 0.2, 1.0, 1.0, 0.2, 0.09, 0.25, 0.64, 1.0, 0.33, 0.69, 0.11, 1.0, 0.55, 0.25, 0.12, 0.2, 0.2, 1.0, 0.14, 0.33, 0.33, 0.25, 0.1, 1.0, 0.08, 0.17, 0.81, 0.25, 0.14, 0.2, 0.33, 0.33, 0.33, 0.15, 0.33, 1.0, 0.2, 0.25, 1.0, 1.0, 1.0, 1.0]"
"['state', 'concluding', 'state', 'fir', 'charge', 'unit_of_measurement', 'fir', 'state', 'unit_of_measurement', 'funds', 'funds', 'take', 'fir', 'unit_of_measurement', 'charge', 'fir', 'bank', 'concluding', 'fir', 'concluding', 'unit_of_measurement', 'concluding', 'concluding', 'unit_of_measurement', 'sheet', 'concluding', 'concluding', 'administration', 'bank', 'bank', 'fir', 'official', 'fir', 'take', 'report', 'unit_of_measurement', 'concluding', 'case', 'concluding', 'fir', 'crore', 'concluding', 'concluding', 'take', 'administration', 'state', 'fir', 'director']","['bihar', 'affect', 'area', 'aerial', 'survey', 'centimeter', 'water', 'district', 'situation', 'stock', 'toll', 'continue', 'declared', 'relief', 'autopsy', 'seventy', 'embankment', 'deluge', 'disruptive', 'present', 'flood', 'mount', 'interrupt', 'roentgen', 'range', 'spread', 'rise', 'traffic', 'railing', 'flood', 'urban', 'menace', 'fresh', 'take', 'section', 'degree', 'reach', 'death', 'leave', 'august', 'hundred_thousand', 'follow', 'read', 'take', 'people', 'state', 'premier', 'curate']","[0.5, 0.25, 0.2, 0.64, 0.12, 0.25, 0.12, 0.33, 0.14, 0.25, 0.1, 0.33, 0.54, 0.1, 0.12, 0.18, 0.11, 0.2, 0.39, 0.25, 0.14, 0.2, 0.17, 0.25, 0.12, 0.33, 0.25, 0.17, 0.1, 0.1, 0.3, 0.14, 0.08, 1.0, 0.25, 0.14, 0.33, 0.25, 0.33, 0.89, 0.33, 0.25, 0.2, 1.0, 0.2, 1.0, 0.37, 0.14]"
"['supporter', 'campus', 'violence', 'travel', 'security', 'meeting', 'following', 'travel', 'level', 'police', 'support', 'state', 'following', 'incident', 'restriction', 'force', 'situation', 'travel', 'travel', 'medium', 'ashram', 'travel', 'town', 'raise', 'following', 'incident', 'meeting', 'travel', 'region', 'travel', 'travel', 'following', 'medium', 'support', 'action', 'travel', 'support', 'ashram', 'support', 'building', 'travel', 'following', 'headquarters', 'travel', 'following', 'report', 'attend', 'travel', 'action', 'conduct', 'following', 'order', 'following', 'medium', 'region', 'state', 'travel', 'town', 'travel', 'head', 'restriction']","['rioter', 'centre', 'violence', 'tighten', 'security', 'congregation', 'following', 'rape', 'deploy', 'police', 'search', 'state', 'related', 'trouble', 'conviction', 'force', 'situation', 'search', 'belong', 'vehicle', 'area', 'locate', 'town', 'order', 'extra', 'case', 'court', 'die', 'plain', 'control', 'add', 'thoroughly', 'chair', 'perturbation', 'rampage', 'perpetrate', 'perturbation', 'vicinity', 'presentation', 'apparel', 'digest', 'prompt', 'headquarters', 'torch', 'marine', 'shout', 'reside', 'protest', 'arson', 'manage', 'people', 'order', 'directing', 'medium', 'fir', 'condemn', 'try', 'state', 'stage', 'head', 'purpose']","[0.17, 0.17, 1.0, 0.25, 1.0, 0.25, 1.0, 0.25, 0.25, 1.0, 0.33, 1.0, 0.26, 0.12, 0.14, 1.0, 1.0, 0.33, 0.25, 0.25, 0.33, 0.2, 1.0, 0.11, 0.8, 0.33, 0.25, 0.2, 0.2, 0.33, 0.17, 0.62, 0.17, 0.33, 0.2, 0.25, 0.33, 0.2, 0.17, 0.17, 0.14, 0.83, 1.0, 0.2, 0.09, 0.2, 0.25, 0.25, 0.2, 0.5, 0.25, 1.0, 0.3, 1.0, 0.1, 0.17, 0.25, 0.25, 0.2, 1.0, 0.14]"
"['police', 'police', 'fire', 'security', 'fire', 'area', 'terrorist', 'fire', 'area', 'stop', 'terrorist', 'martyr', 'police', 'terrorist', 'district', 'terrorist', 'terrorist', 'terrorist', 'area', 'force', 'fire', 'area', 'area', 'force', 'terrorist', 'stop', 'stop', 'terrorist', 'fire', 'stop', 'stop', 'operation', 'report', 'fire', 'stop', 'fire', 'wee', 'stop', 'terrorist', 'police', 'fire', 'joint', 'terrorist', 'fire', 'police', 'terrorist', 'stop', 'police', 'stop', 'stop', 'police', 'police', 'force', 'police', 'police', 'stop', 'fire', 'area', 'stop', 'stop', 'stop', 'stop', 'stop', 'today']","['police', 'complex', 'oversight', 'security', 'attack', 'die', 'resident', 'suicide', 'kashmir', 'assert', 'jawan', 'kill', 'ready', 'militant', 'district', 'mercenary', 'reporter', 'person', 'crack', 'force', 'dawn', 'living_quarters', 'block', 'force', 'policeman', 'extinguish', 'evacuate', 'casualty', 'rule', 'alarm', 'enter', 'challenge', 'sideline', 'strike', 'suffer', 'care', 'kilometer', 'believe', 'military_officer', 'future', 'ceremony', 'head', 'director', 'procedure', 'not', 'representative', 'state', 'together', 'work', 'talk', 'foreign', 'south', 'family', 'particular', 'general', 'read', 'image', 'topographic_point', 'ask', 'take', 'take', 'take', 'state', 'today']","[1.0, 0.39, 0.14, 1.0, 0.14, 0.11, 0.2, 0.1, 0.25, 0.25, 0.14, 0.5, 0.06, 0.17, 1.0, 0.2, 0.2, 0.33, 0.17, 1.0, 0.09, 0.11, 0.14, 1.0, 0.14, 0.2, 0.25, 0.17, 0.11, 0.12, 0.33, 0.2, 0.11, 0.11, 0.17, 0.14, 0.1, 0.17, 0.14, 0.83, 0.17, 0.25, 0.14, 0.17, 0.37, 0.17, 0.25, 0.15, 0.33, 0.17, 0.32, 0.25, 0.25, 0.85, 0.85, 0.2, 0.12, 0.2, 0.17, 0.25, 0.25, 0.25, 0.25, 1.0]"
"['violence', 'judge', 'judge', 'attitude', 'judicial', 'judge', 'following', 'judge', 'attitude', 'judge', 'district', 'judicial', 'judicial', 'judge', 'vehicle', 'verdict', 'services', 'district', 'position', 'district', 'judge', 'judge', 'judge', 'manner', 'take', 'judicial', 'batch', 'judge', 'fraternity', 'batch', 'following', 'batch', 'violence', 'attitude', 'judicial', 'designate', 'judge', 'judge', 'judge', 'judicial', 'judge', 'violence', 'judge', 'rush', 'judge', 'cause', 'judge', 'attitude', 'take', 'district', 'report', 'judge', 'court', 'hail', 'judge', 'judicial', 'judge', 'manner', 'vehicle', 'judicial', 'judicial', 'hail', 'property', 'violence']","['violence', 'judge', 'northern', 'multiple', 'affect', 'chief', 'following', 'widespread', 'conviction', 'guilty', 'state', 'convict', 'center', 'particular', 'train', 'verdict', 'services', 'state', 'position', 'district', 'least', 'incident', 'alone', 'deadlock', 'riot', 'date', 'yesterday', 'calm', 'army', 'yesterday', 'indication', 'curfew', 'arson', 'restriction', 'rape', 'name', 'extreme', 'indecent', 'female', 'kill', 'collector', 'entreaty', 'due', 'come', 'religious', 'restore', 'marked', 'quantum', 'ask', 'district', 'acts_of_the_apostles', 'normal', 'court', 'storm', 'resident', 'remove', 'worst', 'resignation', 'train', 'prevent', 'charge', 'pressure', 'stock', 'measure']","[1.0, 1.0, 0.1, 0.12, 0.25, 0.78, 1.0, 0.49, 0.2, 0.07, 0.33, 0.14, 0.25, 0.67, 0.25, 1.0, 1.0, 0.33, 1.0, 1.0, 0.5, 0.96, 0.03, 0.12, 0.25, 0.2, 0.14, 0.41, 0.14, 0.14, 0.17, 0.14, 0.14, 0.14, 0.25, 0.33, 0.48, 0.29, 0.17, 0.33, 0.25, 0.14, 0.95, 0.33, 0.04, 0.2, 0.54, 0.14, 0.2, 1.0, 0.17, 0.54, 1.0, 0.2, 0.2, 0.33, 0.43, 0.14, 0.25, 0.33, 0.2, 0.17, 0.2, 0.12]"
"['autopsy', 'random-access_memory', 'violence', 'violence', 'supporter', 'supporter', 'law', 'verdict', 'law', 'peace', 'besides', 'pull', 'case', 'tweet', 'head', 'supporter', 'law', 'law', 'violence', 'situation', 'violence', 'supporter', 'situation', 'besides', 'medium', 'situation', 'conviction', 'information', 'law', 'supporter', 'violence', 'agency', 'situation', 'violence', 'besides', 'violence', 'refrain', 'medium', 'violence', 'case', 'agency', 'violence', 'course', 'medium', 'punjab', 'information', 'violence', 'situation', 'violence', 'agency', 'medium', 'besides', 'pull', 'top', 'state', 'situation', 'besides', 'besides', 'violence', 'punjab']","['autopsy', 'random-access_memory', 'violence', 'august', 'ani', 'supporter', 'following', 'verdict', 'court', 'peace', 'enforce', 'put', 'fire', 'tweet', 'head', 'ob', 'law', 'convoy', 'violent', 'situation', 'rampage', 'rape', 'composure', 'torch', 'substation', 'milliliter', 'conviction', 'report', 'avant-garde', 'dissenter', 'action', 'army', 'centimeter', 'protest', 'take', 'entreaty', 'section', 'bus', 'order', 'case', 'railway', 'injured', 'attempt', 'train', 'premises', 'narrative', 'dead', 'curfew', 'entreaty', 'police', 'medium', 'burn', 'deploy', 'beginning', 'state', 'times', 'stay', 'scatter', 'ahead', 'state']","[1.0, 1.0, 1.0, 0.32, 0.09, 1.0, 0.2, 1.0, 0.14, 1.0, 0.2, 0.33, 0.33, 1.0, 1.0, 0.1, 1.0, 0.25, 0.65, 1.0, 0.14, 0.1, 0.14, 0.2, 0.17, 0.1, 1.0, 0.14, 0.14, 0.25, 0.33, 0.14, 0.1, 0.14, 0.25, 0.14, 0.33, 0.2, 0.14, 1.0, 0.11, 0.23, 0.25, 0.2, 0.2, 0.33, 0.27, 0.12, 0.14, 0.33, 1.0, 0.25, 0.2, 0.2, 1.0, 0.12, 0.25, 0.2, 0.9, 0.17]"
"['random-access_memory', 'particular', 'violence', 'rape', 'court', 'following', 'baton', 'avant-garde', 'court', 'curfew', 'verdict', 'court', 'particular', 'people', 'court', 'chief', 'disciple', 'guilty', 'order', 'court', 'particular', 'violence', 'baton', 'court', 'disciple', 'case', 'particular', 'curfew', 'particular', 'court', 'people', 'particular', 'baton', 'particular', 'particular', 'pelt', 'cannon', 'particular', 'letter', 'people', 'disciple', 'particular', 'baton', 'court', 'particular', 'particular', 'disciple', 'rampage', 'court', 'disciple', 'disciple', 'weave', 'court', 'letter', 'put', 'particular', 'cannon', 'particular', 'particular', 'stay', 'cellular_telephone', 'particular', 'disciple', 'letter', 'court', 'report', 'particular', 'particular', 'district', 'pelt', 'baton', 'district', 'particular', 'particular', 'particular', 'court']","['random-access_memory', 'show', 'violence', 'rape', 'least', 'following', 'vehicle', 'avant-garde', 'injured', 'tons', 'verdict', 'court', 'visualize', 'people', 'complex', 'chief', 'supporter', 'guilty', 'entreaty', 'immediately', 'convict', 'channels', 'television', 'large', 'judge', 'case', 'vandalize', 'horsepower', 'enrage', 'analogous', 'cordon', 'patrol', 'stick', 'soak', 'groan', 'lob', 'cannon', 'barricade', 'hospital', 'dispatch', 'cameraman', 'bloody', 'ambulance', 'steady', 'squelch', 'overturn', 'stream', 'rampage', 'loose', 'glass', 'resident', 'travel', 'shattered', 'windows', 'tear', 'stop', 'shell', 'image', 'strike', 'result', 'camera', 'state', 'doctor', 'gather', 'even', 'report', 'rape', 'kill', 'scene', 'pelt', 'television', 'position', 'flow', 'lie', 'pronounce', 'widespread']","[1.0, 0.25, 1.0, 1.0, 0.99, 1.0, 0.17, 1.0, 0.34, 0.14, 1.0, 1.0, 0.17, 1.0, 0.98, 1.0, 0.2, 1.0, 0.2, 0.65, 0.14, 0.14, 0.12, 0.21, 0.2, 1.0, 0.25, 0.11, 0.17, 0.89, 0.17, 0.14, 0.25, 0.17, 0.25, 0.33, 1.0, 0.17, 0.11, 0.11, 0.14, 0.2, 0.1, 0.13, 0.11, 0.2, 0.12, 1.0, 0.89, 0.12, 0.2, 0.5, 0.79, 0.09, 0.25, 0.33, 0.17, 0.17, 0.25, 0.25, 0.14, 0.25, 0.12, 0.14, 0.86, 1.0, 0.25, 0.33, 0.25, 1.0, 0.12, 0.2, 0.25, 0.25, 0.33, 0.43]"
"['state', 'affect', 'district', 'aerial', 'survey', 'sri_lanka_rupee', 'district', 'district', 'situation', 'people', 'damages', 'aerial', 'aerial', 'relief', 'survey', 'aerial', 'district', 'affect', 'aerial', 'aerial', 'flood', 'aerial', 'affect', 'sri_lanka_rupee', 'district', 'aerial', 'aerial', 'people', 'district', 'flood', 'aerial', 'kin', 'aerial', 'aerial', 'tax_return', 'situation', 'aerial', 'aid', 'aerial', 'aerial', 'sri_lanka_rupee', 'aerial', 'aerial', 'aerial', 'people', 'state', 'premier', 'curate']","['bihar', 'affect', 'area', 'aerial', 'survey', 'centimeter', 'water', 'district', 'situation', 'stock', 'toll', 'continue', 'declared', 'relief', 'autopsy', 'seventy', 'embankment', 'deluge', 'disruptive', 'present', 'flood', 'mount', 'interrupt', 'roentgen', 'range', 'spread', 'rise', 'traffic', 'railing', 'flood', 'urban', 'menace', 'fresh', 'take', 'section', 'degree', 'reach', 'death', 'leave', 'august', 'hundred_thousand', 'follow', 'read', 'take', 'people', 'state', 'premier', 'curate']","[0.5, 1.0, 0.33, 1.0, 1.0, 0.14, 0.11, 1.0, 1.0, 0.12, 0.11, 0.25, 0.12, 1.0, 0.33, 0.77, 0.11, 0.25, 0.08, 0.25, 1.0, 0.2, 0.2, 0.14, 0.14, 0.33, 0.25, 0.25, 0.1, 1.0, 0.28, 0.17, 0.85, 0.25, 0.2, 0.2, 0.33, 0.14, 0.33, 0.87, 0.11, 0.25, 0.2, 0.25, 1.0, 1.0, 1.0, 1.0]"
"['straiten', 'violence', 'normality', 'situation', 'review', 'rape', 'strongly', 'case', 'irregular', 'peace', 'adviser', 'pronouncement', 'secretary', 'violence', 'today', 'home', 'monitor', 'case', 'official', 'strongly', 'brush', 'closely', 'conviction', 'strongly', 'condemn', 'opinion', 'footing', 'necessitate', 'strongly', 'aid', 'urge', 'head', 'possible', 'topographic_point', 'straiten', 'least', 'injured', 'hours', 'strongly', 'tweet', 'law', 'state', 'state', 'order', 'kill', 'curate', 'topographic_point', 'ask', 'take', 'security', 'state', 'national', 'today', 'people', 'straiten', 'besides']","['straiten', 'violence', 'normality', 'situation', 'review', 'rape', 'strongly', 'case', 'irregular', 'peace', 'adviser', 'pronouncement', 'secretary', 'arson', 'tonight', 'home', 'monitor', 'case', 'official', 'work', 'brush', 'closely', 'conviction', 'appeal', 'condemn', 'opinion', 'footing', 'necessitate', 'convict', 'aid', 'urge', 'head', 'possible', 'punjab', 'premier', 'least', 'injured', 'hours', 'ram', 'tweet', 'law', 'delhi', 'state', 'order', 'kill', 'curate', 'topographic_point', 'ask', 'take', 'security', 'state', 'national', 'today', 'people', 'new', 'besides']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.14, 0.33, 1.0, 1.0, 1.0, 1.0, 0.33, 1.0, 1.0, 1.0, 0.08, 1.0, 1.0, 1.0, 1.0, 0.14, 1.0, 1.0, 1.0, 1.0, 0.17, 0.94, 1.0, 1.0, 1.0, 0.17, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.07, 1.0]"
"['shah', 'house', 'shah', 'head', 'mononuclear_phagocyte_system', 'upper', 'introduction', 'union', 'upper', 'law', 'house', 'administer', 'head', 'curse', 'upper', 'introduction', 'elect', 'law', 'president', 'upper', 'calendar_month', 'house', 'finance', 'curse', 'calendar_month', 'finance', 'take', 'union', 'union', 'head', 'parliament', 'earlier', 'head', 'curse', 'curate', 'curse', 'upper']","['shah', 'gujarat', 'shah', 'irani', 'mononuclear_phagocyte_system', 'abandon', 'introduction', 'party', 'miss', 'secrecy', 'house', 'administer', 'legislator', 'entry', 'upper', 'boost', 'elect', 'majority', 'president', 'give', 'calendar_month', 'delhi', 'election', 'even', 'days', 'election', 'take', 'union', 'leadership', 'leader', 'congress', 'earlier', 'president', 'new', 'curate', 'besides', 'state']","[1.0, 0.1, 1.0, 0.17, 1.0, 0.25, 1.0, 0.33, 0.33, 0.12, 1.0, 1.0, 0.25, 0.1, 1.0, 0.11, 1.0, 0.1, 1.0, 0.33, 1.0, 0.08, 0.14, 0.44, 0.25, 0.14, 1.0, 1.0, 0.2, 0.5, 0.33, 1.0, 0.2, 0.0, 1.0, 0.0, 0.25]"
