ID,ndtv_tn_wordnet
1393,"[['actor', 'actor', 1.0], ['movie', 'movie', 1.0], ['dialysis', 'function', 0.7], ['kidney', 'thorax', 0.6666666666666666], ['theater', 'act', 0.8333333333333334], ['die', 'see', 0.75], ['leading', 'act', 0.8333333333333334], ['brother', 'brother', 1.0], ['old_age', 'moment', 0.7142857142857143], ['work', 'act', 1.0], ['rake', 'atavist', 0.7058823529411765], ['raj', 'heat', 0.6666666666666666], ['gentleman', 'atavist', 0.7058823529411765], ['capture', 'capture', 1.0], ['star', 'actor', 0.9523809523809523], ['all_right', 'all_right', 1.0], ['wheelchair', 'fan', 0.631578947368421], ['ailment', 'heat', 0.8], ['pour', 'heat', 0.75], ['movie', 'movie', 1.0], ['movie', 'movie', 1.0], ['legendary', 'legendary', 1.0], ['film', 'movie', 1.0], ['actress', 'young', 0.9565217391304348], ['die', 'see', 0.75], ['hearts', 'see', 0.875], ['marry', 'act', 0.3333333333333333], ['bequest', 'endowment', 0.5714285714285714], ['hit', 'death', 0.8333333333333334], ['appearance', 'motion', 0.8333333333333334], ['undergo', 'see', 0.8]]"
1394,"[['terrorist', 'terrorist', 1.0], ['meet', 'group', 0.8571428571428571], ['attack', 'attack', 1.0], ['police', 'police', 1.0], ['pilgrim', 'pilgrim', 1.0], ['south', 'south', 1.0], ['kashmir', 'south', 0.8571428571428571], ['pregnancy', 'pregnancy', 1.0], ['kill', 'kill', 1.0], ['transport', 'transport', 1.0], ['hospital', 'hospital', 1.0], ['july', 'july', 1.0], ['group', 'group', 1.0], ['pull_off', 'force', 0.8], ['afternoon', 'year', 0.7692307692307693], ['highway', 'highway', 1.0], ['interrupt', 'force', 0.7058823529411765], ['lashkar-e-taiba', 'lashkar-e-taiba', 1.0], ['join', 'join', 1.0], ['attack', 'attack', 1.0], ['site', 'site', 1.0], ['snatch', 'snatch', 1.0], ['snatch', 'snatch', 1.0], ['pistol', 'pistol', 1.0], ['pakistani', 'pakistani', 1.0], ['collar', 'hunt', 0.75], ['munda', 'munda', 1.0], ['cartridge', 'cartridge', 1.0], ['intend', 'intend', 1.0], ['hunt', 'hunt', 1.0], ['force', 'force', 1.0], ['area', 'area', 1.0], ['associate', 'associate', 1.0], ['acclaim', 'body', 0.7272727272727273], ['prolong', 'prolong', 1.0], ['part', 'body', 0.8], ['associate', 'associate', 1.0], ['crime', 'attack', 0.9473684210526315], ['take', 'transport', 0.8], ['lead', 'attack', 0.875], ['security', 'brush', 0.8888888888888888], ['rank', 'third', 0.9230769230769231], ['attack', 'attack', 1.0], ['replace', 'attack', 0.4], ['escape', 'transport', 0.8], ['convoy', 'group', 0.75], ['policeman', 'terrorist', 0.6], ['state', 'transport', 0.875], ['person', 'body', 0.8571428571428571], ['year', 'year', 1.0], ['miss', 'associate', 0.7142857142857143], ['national', 'terrorist', 0.7058823529411765], ['end', 'last', 1.0]]"
1395,"[['disqualification', 'disqualification', 1.0], ['revoke', 'fall', 0.7058823529411765], ['resistance', 'state', 0.8235294117647058], ['term', 'form', 0.8571428571428571], ['defy', 'rally', 0.7], ['directive', 'alliance', 0.5882352941176471], ['contention', 'fall', 0.7272727272727273], ['disqualify', 'disqualify', 1.0], ['trussed', 'expansive', 0.4], ['mister', 'form', 0.625], ['dump', 'dump', 1.0], ['vendetta', 'rally', 0.625], ['rebel', 'rebel', 1.0], ['membership', 'leadership', 0.8333333333333334], ['condemn', 'knock', 0.8333333333333334], ['evidence', 'representative', 0.8333333333333334], ['term', 'form', 0.8571428571428571], ['attend', 'attend', 1.0], ['event', 'fall', 0.8888888888888888], ['pass', 'fall', 1.0], ['mononuclear_phagocyte_system', 'mononuclear_phagocyte_system', 1.0], ['year', 'year', 1.0], ['jemaah_islamiyah', 'force', 0.6153846153846154], ['misdemeanor', 'fall', 0.8], ['demand', 'rally', 0.8571428571428571], ['agree', 'give', 0.75], ['president', 'president', 1.0], ['join', 'join', 1.0], ['elect', 'elect', 1.0], ['expansive', 'expansive', 1.0], ['rally', 'rally', 1.0], ['attend', 'attend', 1.0], ['schedule', 'pass', 0.7368421052631579], ['head', 'pass', 1.0], ['end', 'state', 0.8888888888888888], ['alliance', 'alliance', 1.0], ['party', 'party', 1.0], ['early', 'earlier', 1.0], ['party', 'party', 1.0], ['house', 'house', 1.0], ['give', 'pass', 1.0], ['following', 'following', 1.0], ['curate', 'leader', 0.631578947368421], ['senior', 'leader', 0.7058823529411765], ['leader', 'leader', 1.0], ['leadership', 'leadership', 1.0], ['election', 'election', 1.0], ['election', 'election', 1.0], ['delhi', 'state', 0.7777777777777778], ['president', 'president', 1.0], ['update', 'give', 0.7272727272727273], ['last', 'leadership', 0.8571428571428571], ['today', 'form', 0.6], ['agenda', 'pass', 0.7368421052631579], ['chirrup', 'knock', 0.8571428571428571]]"
1396,"[['island', 'island', 1.0], ['ship', 'ship', 1.0], ['immigration_and_naturalization_service', 'commission', 0.8235294117647058], ['aircraft', 'aircraft', 1.0], ['lumen', 'pace', 0.625], ['entire', 'arabian', 0.8823529411764706], ['water', 'sea', 0.8888888888888888], ['station', 'stand', 0.8571428571428571], ['arabian', 'arabian', 1.0], ['unit_of_measurement', 'pace', 0.8333333333333334], ['continue', 'continue', 1.0], ['material', 'transport', 0.8], ['kolkata', 'state', 0.7777777777777778], ['chennai', 'state', 0.7777777777777778], ['sea', 'sea', 1.0], ['deploy', 'play', 0.8888888888888888], ['release', 'activity', 0.9230769230769231], ['search', 'search', 1.0], ['rescue', 'rescue', 1.0], ['shoulder', 'snail', 0.8], ['reconnaissance', 'operations', 0.8235294117647058], ['desalination', 'activity', 0.8], ['operations', 'operations', 1.0], ['impact', 'wake', 0.8333333333333334], ['vicinity', 'state', 0.625], ['vessel', 'ship', 0.9523809523809523], ['equip', 'commission', 0.8888888888888888], ['plant', 'expert', 0.8], ['material', 'transport', 0.8], ['aid', 'activity', 0.9230769230769231], ['consultation', 'play', 0.8571428571428571], ['border', 'ramp', 0.75], ['rescue', 'rescue', 1.0], ['supply', 'activity', 0.9230769230769231], ['conditions', 'cyclone', 0.8888888888888888], ['coast', 'seashore', 1.0], ['addition', 'operations', 0.9], ['manner', 'intensity', 0.7272727272727273], ['plan', 'play', 0.875], ['natural', 'play', 0.782608695652174], ['supply', 'activity', 0.9230769230769231], ['included', 'stand', 0.8], ['catastrophe', 'calamity', 1.0], ['people', 'people', 1.0], ['duty', 'guard', 0.8888888888888888], ['direct', 'warning', 0.8888888888888888], ['involved', 'stand', 0.7272727272727273], ['transport', 'ship', 1.0], ['transport', 'ship', 1.0], ['person', 'number', 0.8571428571428571], ['local', 'transport', 0.875], ['state', 'state', 1.0], ['still', 'however', 1.0], ['capital', 'read', 0.8571428571428571], ['take', 'read', 1.0], ['today', 'state', 0.6]]"
1397,"[['nomination', 'nomination', 1.0], ['congress', 'congress', 1.0], ['put', 'document', 0.75], ['document', 'document', 1.0], ['president', 'president', 1.0], ['mother', 'impression', 0.8], ['leadership', 'leadership', 1.0], ['campaigning', 'leadership', 0.6666666666666666], ['succeed', 'succeed', 1.0], ['party', 'party', 1.0], ['file', 'file', 1.0], ['take', 'shot', 1.0], ['present', 'state', 0.8], ['file', 'file', 1.0], ['support', 'leadership', 0.8571428571428571], ['head', 'top', 0.9230769230769231], ['headquarters', 'headquarters', 1.0], ['frailty', 'nomination', 0.625], ['committee', 'family', 0.8], ['elevation', 'top', 1.0], ['punjab', 'repair', 0.7142857142857143], ['long', 'happen', 0.4], ['following', 'come', 1.0], ['delegate', 'president', 0.8695652173913043], ['senior', 'party', 0.7058823529411765], ['nomination', 'nomination', 1.0], ['affray', 'request', 0.7058823529411765], ['district', 'state', 0.8571428571428571], ['widen', 'shot', 0.5454545454545454], ['examination', 'request', 0.875], ['return', 'retort', 1.0], ['head', 'top', 0.9230769230769231], ['submit', 'state', 1.0], ['serve', 'shot', 0.9090909090909091], ['express', 'state', 1.0], ['sign', 'top', 0.8333333333333334], ['current', 'travel', 0.875], ['elect', 'post', 0.46153846153846156], ['become', 'come', 0.8571428571428571], ['unit_of_measurement', 'match', 0.6666666666666666], ['campaigner', 'party', 0.6666666666666666], ['declare', 'admit', 0.8571428571428571], ['reach', 'shot', 0.8], ['tomorrow', 'state', 0.6], ['work', 'impression', 0.8888888888888888], ['military_officer', 'party', 0.631578947368421], ['assorted', 'throng', 0.5], ['office', 'post', 1.0], ['state', 'state', 1.0], ['curate', 'party', 0.631578947368421], ['exceed', 'top', 1.0], ['union', 'state', 0.8888888888888888], ['former', 'election', 0.7142857142857143], ['cardinal', 'match', 0.7692307692307693], ['file', 'file', 1.0]]"
1398,"[['cyclone', 'cyclone', 1.0], ['seashore', 'seashore', 1.0], ['prognosis', 'prognosis', 1.0], ['reduce', 'curb', 0.8333333333333334], ['alert', 'alert', 1.0], ['tamil', 'worker', 0.6], ['maharashtra', 'gujarat', 0.8571428571428571], ['still', 'curb', 0.9230769230769231], ['coastline', 'shoulder', 0.7368421052631579], ['hours', 'hours', 1.0], ['brunt', 'light', 0.5714285714285714], ['following', 'following', 1.0], ['weekend', 'morning', 0.8333333333333334], ['arabian', 'worker', 0.6666666666666666], ['venture', 'traffic', 0.8421052631578947], ['weave', 'wind', 1.0], ['fisherman', 'worker', 0.6666666666666666], ['head', 'secretary', 0.9473684210526315], ['sea', 'sea', 1.0], ['rain', 'rain', 1.0], ['search', 'help', 0.8571428571428571], ['rescue', 'help', 0.7142857142857143], ['point', 'topographic_point', 0.9090909090909091], ['north', 'south', 0.875], ['lose', 'close', 0.5714285714285714], ['operations', 'aid', 0.875], ['south', 'south', 1.0], ['today', 'tonight', 0.8333333333333334], ['make', 'make', 1.0], ['expect', 'expect', 1.0], ['ask', 'expect', 1.0]]"
1399,"[['quality', 'quality', 1.0], ['hapless', 'hapless', 1.0], ['air', 'air', 1.0], ['severe', 'severe', 1.0], ['concentration', 'session', 0.8235294117647058], ['index', 'index', 1.0], ['garden', 'field', 0.8888888888888888], ['average', 'quality', 0.6666666666666666], ['scale', 'index', 0.9230769230769231], ['degree', 'index', 0.9411764705882353], ['see', 'test', 0.6666666666666666], ['nitrogen', 'air', 0.8333333333333334], ['heighten', 'wind', 0.6666666666666666], ['united', 'quality', 0.5], ['state', 'arrest', 0.8], ['toxicity', 'quality', 0.8], ['reading', 'record', 1.0], ['impact', 'wind', 0.7692307692307693], ['microgram', 'unit_of_measurement', 0.7692307692307693], ['mask', 'mask', 1.0], ['match', 'match', 1.0], ['affect', 'dismay', 0.7692307692307693], ['populate', 'quality', 0.4], ['haze', 'field', 0.75], ['area', 'field', 1.0], ['transgress', 'measure', 0.4], ['people', 'match', 0.625], ['wear', 'wear', 1.0], ['prescribed', 'measure', 0.6], ['pollutant', 'vomit', 0.8235294117647058], ['volume', 'measure', 0.8571428571428571], ['climb', 'dip', 0.8333333333333334], ['dominant', 'flat', 0.8235294117647058], ['classified', 'limit', 0.7692307692307693], ['yesterday', 'minutes', 0.7272727272727273], ['throw', 'vomit', 0.8], ['player', 'player', 1.0]]"
1400,"[['nomination', 'nomination', 1.0], ['congress', 'congress', 1.0], ['put', 'document', 0.75], ['document', 'document', 1.0], ['president', 'president', 1.0], ['mother', 'impression', 0.8], ['leadership', 'leadership', 1.0], ['campaigning', 'leadership', 0.6666666666666666], ['succeed', 'succeed', 1.0], ['party', 'party', 1.0], ['file', 'file', 1.0], ['take', 'shot', 1.0], ['present', 'state', 0.8], ['file', 'file', 1.0], ['support', 'leadership', 0.8571428571428571], ['head', 'top', 0.9230769230769231], ['headquarters', 'headquarters', 1.0], ['frailty', 'nomination', 0.625], ['committee', 'family', 0.8], ['elevation', 'top', 1.0], ['punjab', 'repair', 0.7142857142857143], ['long', 'happen', 0.4], ['following', 'come', 1.0], ['delegate', 'president', 0.8695652173913043], ['senior', 'party', 0.7058823529411765], ['nomination', 'nomination', 1.0], ['affray', 'request', 0.7058823529411765], ['district', 'state', 0.8571428571428571], ['widen', 'shot', 0.5454545454545454], ['examination', 'request', 0.875], ['return', 'retort', 1.0], ['head', 'top', 0.9230769230769231], ['submit', 'state', 1.0], ['serve', 'shot', 0.9090909090909091], ['express', 'state', 1.0], ['sign', 'top', 0.8333333333333334], ['current', 'travel', 0.875], ['elect', 'post', 0.46153846153846156], ['become', 'come', 0.8571428571428571], ['unit_of_measurement', 'match', 0.6666666666666666], ['campaigner', 'party', 0.6666666666666666], ['declare', 'admit', 0.8571428571428571], ['reach', 'shot', 0.8], ['tomorrow', 'state', 0.6], ['work', 'impression', 0.8888888888888888], ['military_officer', 'party', 0.631578947368421], ['assorted', 'throng', 0.5], ['office', 'post', 1.0], ['state', 'state', 1.0], ['curate', 'party', 0.631578947368421], ['exceed', 'top', 1.0], ['union', 'state', 0.8888888888888888], ['former', 'election', 0.7142857142857143], ['cardinal', 'match', 0.7692307692307693], ['file', 'file', 1.0]]"
1401,"[['fisherman', 'fisherman', 1.0], ['rescue', 'rescue', 1.0], ['ship', 'ship', 1.0], ['rain', 'cyclone', 0.8], ['venture', 'venture', 1.0], ['sea', 'sea', 1.0], ['isolate', 'maroon', 0.9090909090909091], ['heavy', 'activity', 0.75], ['boat', 'ship', 0.9090909090909091], ['maroon', 'maroon', 1.0], ['hours', 'depression', 0.7142857142857143], ['topographic_point', 'island', 0.8571428571428571], ['protest', 'commission', 0.75], ['rescue', 'rescue', 1.0], ['north', 'state', 0.8421052631578947], ['tow', 'depression', 0.7058823529411765], ['bring', 'play', 1.0], ['operations', 'operations', 1.0], ['rescue', 'rescue', 1.0], ['rescue', 'rescue', 1.0], ['mount', 'arabian', 0.9696969696969697], ['blame', 'blame', 1.0], ['air', 'play', 0.8421052631578947], ['seventeen', 'number', 0.7692307692307693], ['focus_on', 'tamil', 0.4], ['buffet', 'stand', 0.8421052631578947], ['survivor', 'expert', 0.75], ['force', 'storm', 1.0], ['savior', 'expert', 0.7058823529411765], ['mile', 'pace', 0.8571428571428571], ['expect', 'commission', 0.7142857142857143], ['people', 'people', 1.0], ['fish', 'snail', 0.7692307692307693], ['harmonize', 'read', 0.7272727272727273], ['morning', 'cause', 0.75], ['following', 'people', 0.8888888888888888], ['bulletin', 'repeat', 0.7692307692307693], ['statement', 'mistake', 0.8333333333333334], ['boat', 'ship', 0.9090909090909091], ['high', 'depression', 0.9090909090909091], ['ship', 'ship', 1.0], ['salvage', 'rescue', 0.9333333333333333], ['immigration_and_naturalization_service', 'commission', 0.8235294117647058], ['arabian', 'arabian', 1.0], ['shelter', 'shelter', 1.0], ['island', 'island', 1.0], ['days', 'depression', 0.8], ['undertake', 'stand', 0.6666666666666666], ['island', 'island', 1.0], ['helicopter', 'helicopter', 1.0], ['wind', 'cyclone', 0.8421052631578947], ['delay', 'activity', 0.7692307692307693], ['spending', 'venture', 0.8], ['coastal', 'coastal', 1.0], ['influence', 'pace', 0.8571428571428571], ['manner', 'intensity', 0.7272727272727273], ['prosecute', 'tamil', 0.5]]"
1402,"[['gas', 'gas', 1.0], ['compensation', 'compensation', 1.0], ['anderson', 'voice', 0.88], ['carbide', 'carbide', 1.0], ['calamity', 'calamity', 1.0], ['curative', 'gas', 0.5714285714285714], ['victim', 'victim', 1.0], ['request', 'request', 1.0], ['survivor', 'survivor', 1.0], ['court', 'government', 0.9333333333333333], ['own', 'bear', 0.5], ['affect', 'affect', 1.0], ['pay', 'bear', 1.0], ['leak', 'leak', 1.0], ['die', 'gas', 0.6666666666666666], ['union', 'union', 1.0], ['vertex', 'double', 0.6086956521739131], ['mister', 'chemical', 0.5], ['december', 'march', 0.875], ['congress', 'union', 0.8571428571428571], ['government', 'administration', 1.0], ['decade', 'old_age', 0.7692307692307693], ['cause', 'double', 0.782608695652174], ['catastrophe', 'calamity', 1.0], ['court', 'government', 0.9333333333333333], ['company', 'union', 0.8333333333333334], ['medical', 'medical', 1.0], ['roentgen', 'plant', 0.7058823529411765], ['warren', 'march', 0.8], ['tumor', 'deformity', 0.7619047619047619], ['swell', 'union', 0.7142857142857143], ['sick_person', 'plant', 0.75], ['warrant', 'request', 0.7272727272727273], ['lung', 'pond', 0.4], ['still', 'plant', 0.9411764705882353], ['buckle', 'state', 0.6], ['file', 'march', 0.8571428571428571], ['signature', 'voice', 0.8571428571428571], ['fold', 'march', 0.7368421052631579], ['compensate', 'meet', 0.5], ['executive', 'administration', 0.9230769230769231], ['chemical', 'chemical', 1.0], ['chemical', 'chemical', 1.0], ['brunt', 'voice', 0.5333333333333333], ['bore', 'bear', 1.0], ['hundred_thousand', 'mark', 0.5], ['lead', 'plant', 0.9090909090909091], ['number', 'mark', 0.8333333333333334]]"
1403,"[['fisherman', 'fisherman', 1.0], ['tamil', 'maroon', 0.5714285714285714], ['boat', 'boat', 1.0], ['cyclone', 'cyclone', 1.0], ['bay', 'bay', 1.0], ['island', 'island', 1.0], ['mention', 'conditions', 0.7692307692307693], ['guard', 'guard', 1.0], ['seashore', 'seashore', 1.0], ['miss', 'missing', 1.0], ['speed', 'move', 0.9411764705882353], ['safe', 'guard', 0.8235294117647058], ['government', 'guard', 0.6666666666666666], ['travel', 'move', 1.0], ['confluence', 'fishery', 0.8], ['administrator', 'maroon', 0.6666666666666666], ['air', 'wind', 0.9473684210526315], ['search', 'search', 1.0], ['expect', 'include', 0.8], ['force', 'storm', 1.0], ['fishing', 'transport', 0.9], ['traverse', 'move', 0.8888888888888888], ['high', 'depression', 0.9090909090909091], ['state', 'readiness', 0.8888888888888888], ['learn', 'conditions', 0.9090909090909091], ['exact', 'keep', 0.7142857142857143], ['arabian', 'bay', 0.9090909090909091], ['helicopter', 'aircraft', 0.9090909090909091], ['choose', 'maroon', 0.5], ['wait', 'break', 0.9090909090909091], ['wind', 'wind', 1.0], ['rain', 'rain', 1.0], ['damage', 'damage', 1.0], ['rescue', 'rescue', 1.0], ['alert', 'alert', 1.0], ['trip', 'nonstop', 0.9166666666666666], ['sea', 'sea', 1.0], ['tax_return', 'release', 0.875], ['commissioner', 'maroon', 0.6], ['heavy', 'release', 0.7058823529411765], ['search', 'search', 1.0], ['land', 'area', 0.9333333333333333], ['list', 'weather', 0.8], ['relief', 'release', 0.9411764705882353], ['board', 'guard', 0.8235294117647058], ['family', 'guard', 0.8], ['travel', 'move', 1.0], ['still', 'transport', 0.75], ['follow', 'guard', 0.8571428571428571], ['say', 'warn', 0.9411764705882353], ['area', 'area', 1.0], ['home', 'area', 0.8571428571428571], ['curate', 'maroon', 0.6], ['ask', 'put', 0.9], ['state', 'readiness', 0.8888888888888888]]"
1404,"[['acme', 'acme', 1.0], ['trump', 'trump', 1.0], ['white', 'white', 1.0], ['satisfaction', 'satisfaction', 1.0], ['delegate', 'president', 0.8695652173913043], ['participate', 'white', 0.5], ['engagement', 'satisfaction', 0.8], ['hyderabad', 'state', 0.7777777777777778], ['deputation', 'deputation', 1.0], ['express', 'express', 1.0], ['head', 'lead', 1.0], ['germanium', 'germanium', 0.8888888888888888], ['event', 'event', 1.0], ['global', 'global', 1.0], ['heather', 'heather', 1.0], ['state', 'express', 1.0], ['trump', 'trump', 1.0], ['house', 'house', 1.0], ['autopsy', 'leadership', 0.7058823529411765], ['visit', 'call', 1.0], ['subject', 'technology', 0.9333333333333333], ['representative', 'spokesperson', 1.0], ['conversation', 'talk', 0.9230769230769231], ['investor', 'investor', 1.0], ['president', 'president', 1.0], ['supporter', 'lead', 0.8], ['telephone', 'telephone', 1.0], ['daughter', 'daughter', 1.0], ['success', 'health', 0.8421052631578947], ['one-half', 'lead', 0.5555555555555556], ['include', 'include', 1.0], ['curate', 'curate', 1.0], ['attend', 'white', 0.4], ['late', 'recently', 1.0], ['call', 'telephone', 1.0], ['june', 'calendar_month', 0.8571428571428571], ['department', 'department', 1.0], ['reporter', 'white', 0.7058823529411765], ['state', 'express', 1.0], ['external', 'department', 0.8181818181818182], ['woman', 'woman', 1.0], ['personal_business', 'reason', 0.6], ['defense_mechanism', 'leadership', 0.6666666666666666], ['fitting', 'support', 0.8], ['universe', 'universe', 1.0], ['announce', 'trump', 0.9090909090909091], ['harmonize', 'talk', 0.8], ['calendar_month', 'calendar_month', 1.0], ['senior', 'senior', 1.0], ['highlight', 'express', 0.8421052631578947], ['include', 'include', 1.0], ['election', 'leadership', 0.8333333333333334], ['election', 'leadership', 0.8333333333333334], ['president', 'president', 1.0], ['update', 'readout', 0.7692307692307693], ['first', 'last', 0.8571428571428571], ['state', 'express', 1.0], ['last', 'last', 1.0], ['premier', 'premier', 1.0], ['agenda', 'readout', 0.7142857142857143]]"
1405,"[['meet', 'meet', 1.0], ['host', 'young', 0.8], ['visit', 'question', 0.8333333333333334], ['young', 'young', 1.0], ['leadership', 'leadership', 1.0], ['office', 'parts', 1.0], ['president', 'president', 1.0], ['foundation', 'foundation', 1.0], ['mister', 'parts', 0.6153846153846154], ['autopsy', 'work', 0.8235294117647058], ['expect', 'make', 0.8], ['rapport', 'foundation', 0.6666666666666666], ['make', 'make', 1.0], ['stipulate', 'state', 0.5454545454545454], ['page', 'entrepreneur', 0.8181818181818182], ['stream', 'travel', 0.8888888888888888], ['foundation', 'foundation', 1.0], ['germany', 'state', 0.8888888888888888], ['washington', 'capital', 1.0], ['populate', 'meet', 0.4], ['former', 'former', 1.0], ['conduct', 'leadership', 0.8571428571428571], ['anterior', 'parts', 0.5333333333333333], ['white', 'town', 0.9], ['indonesia', 'state', 0.9411764705882353], ['emerge', 'emerge', 1.0], ['conversation', 'conversation', 1.0], ['community', 'community', 1.0], ['warm', 'meet', 0.4], ['france', 'state', 0.8888888888888888], ['active', 'active', 1.0], ['trump', 'support', 0.7368421052631579], ['expand', 'expand', 1.0], ['citizen', 'young', 0.7058823529411765], ['today', 'today', 1.0], ['tenure', 'week', 0.7692307692307693], ['monthly', 'work', 0.8], ['state', 'state', 1.0], ['radio', 'set', 0.9], ['answer', 'answer', 1.0], ['event', 'impact', 0.9090909090909091], ['include', 'add', 0.8888888888888888], ['question', 'question', 1.0], ['attempt', 'attempt', 1.0], ['tour', 'travel', 0.9], ['work', 'make', 1.0], ['message', 'address', 0.8], ['means', 'mean', 1.0], ['develop', 'expand', 0.8888888888888888], ['celebration', 'leadership', 0.8], ['impact', 'impact', 1.0], ['besides', 'besides', 1.0], ['share', 'parts', 1.0], ['relations', 'foundation', 0.8571428571428571], ['better', 'better', 1.0], ['try', 'attempt', 1.0], ['reach', 'make', 1.0], ['schedule', 'parts', 0.75], ['photograph', 'set', 0.875], ['times', 'week', 0.8333333333333334], ['report', 'address', 0.8]]"
1406,"[['rain', 'rain', 1.0], ['cyclone', 'depression', 0.8571428571428571], ['tamil', 'tamil', 1.0], ['fisherman', 'fisherman', 1.0], ['warn', 'warn', 1.0], ['red', 'parts', 0.7692307692307693], ['heavy', 'heavy', 1.0], ['dead', 'hours', 0.7692307692307693], ['forecaster', 'black', 0.6666666666666666], ['sea', 'bay', 0.8], ['intensified', 'branch', 0.6666666666666666], ['tons', 'deluge', 0.7692307692307693], ['maroon', 'isolated', 0.9090909090909091], ['storm', 'rain', 0.7777777777777778], ['look', 'expect', 1.0], ['cause', 'venture', 0.9473684210526315], ['warn', 'warn', 1.0], ['rescue', 'line', 0.7142857142857143], ['seashore', 'landfall', 0.9230769230769231], ['trip', 'fall', 0.9473684210526315], ['class', 'center', 0.9090909090909091], ['worst', 'parts', 0.875], ['close', 'line', 0.7692307692307693], ['school', 'house', 0.875], ['high', 'topographic_point', 0.9230769230769231], ['rescue', 'line', 0.7142857142857143], ['travel', 'fall', 0.9333333333333333], ['parts', 'parts', 1.0], ['likely', 'likely', 1.0], ['least', 'parts', 0.8695652173913043], ['leave', 'reach', 0.8], ['near', 'heavy', 0.3333333333333333], ['name', 'house', 0.8888888888888888], ['state', 'state', 1.0], ['people', 'following', 0.8888888888888888], ['today', 'hours', 0.7272727272727273]]"
1407,"[['polls', 'polls', 1.0], ['policy', 'project', 0.8235294117647058], ['people', 'woman', 0.8], ['reconfirm', 'vote', 0.3333333333333333], ['prevail', 'stand', 0.6666666666666666], ['december', 'time', 0.7142857142857143], ['tweet', 'time', 0.6666666666666666], ['government', 'activity', 0.7142857142857143], ['consequence', 'consequence', 1.0], ['credit', 'note', 0.9333333333333333], ['credence', 'seat', 0.8421052631578947], ['win', 'margin', 0.8], ['action', 'activity', 1.0], ['curate', 'head', 0.631578947368421], ['thank', 'look', 0.875], ['recognition', 'vote', 0.7777777777777778], ['trial', 'test', 1.0], ['development', 'activity', 0.8571428571428571], ['gandhi', 'head', 0.6666666666666666], ['committedness', 'activity', 0.7272727272727273], ['poll', 'polls', 1.0], ['future', 'time', 0.8888888888888888], ['campaigner', 'campaigner', 1.0], ['full', 'phase', 0.8571428571428571], ['best', 'test', 0.875], ['lead', 'head', 1.0], ['better', 'head', 0.7058823529411765], ['large', 'number', 0.8333333333333334], ['resound', 'vote', 0.3333333333333333], ['resonate', 'vote', 0.5], ['chief', 'head', 1.0], ['worker', 'head', 0.75], ['region', 'head', 0.8333333333333334], ['attempt', 'test', 0.9333333333333333], ['propel', 'project', 0.8], ['network', 'body', 0.8], ['president', 'head', 0.8571428571428571], ['potshot', 'activity', 0.7142857142857143], ['corporation', 'corporation', 1.0], ['color', 'race', 0.8888888888888888], ['see', 'look', 1.0], ['chemical_reaction', 'activity', 0.8], ['praise', 'activity', 0.8571428571428571], ['put', 'count', 0.8], ['guidance', 'activity', 0.8571428571428571], ['esteemed', 'favor', 0.8], ['pour', 'seat', 0.75], ['fabric', 'body', 0.7692307692307693], ['part', 'percentage', 1.0], ['election', 'election', 1.0]]"
1408,"[['cyclone', 'depression', 0.8571428571428571], ['tamil', 'tamil', 1.0], ['storm', 'rain', 0.7777777777777778], ['rain', 'rain', 1.0], ['escalate', 'tree', 0.5], ['heavy', 'heavy', 1.0], ['fisherman', 'fisherman', 1.0], ['alert', 'warn', 0.9090909090909091], ['dead', 'hours', 0.7692307692307693], ['likely', 'likely', 1.0], ['colony', 'center', 0.875], ['forecaster', 'black', 0.6666666666666666], ['depression', 'depression', 1.0], ['tree', 'tree', 1.0], ['snap', 'venture', 0.8888888888888888], ['bay', 'bay', 1.0], ['maroon', 'isolated', 0.9090909090909091], ['wind', 'weave', 1.0], ['look', 'expect', 1.0], ['warn', 'warn', 1.0], ['coastal', 'coastal', 1.0], ['causing', 'line', 0.7692307692307693], ['warn', 'warn', 1.0], ['damage', 'damage', 1.0], ['seashore', 'landfall', 0.9230769230769231], ['damage', 'damage', 1.0], ['trip', 'fall', 0.9473684210526315], ['line', 'line', 1.0], ['sea', 'bay', 0.8], ['miss', 'damage', 0.7142857142857143], ['class', 'center', 0.9090909090909091], ['worst', 'parts', 0.875], ['close', 'line', 0.7692307692307693], ['school', 'house', 0.875], ['turn', 'parts', 0.9411764705882353], ['people', 'following', 0.8888888888888888], ['high', 'topographic_point', 0.9230769230769231], ['rescue', 'line', 0.7142857142857143], ['head', 'line', 0.9411764705882353], ['moved', 'state', 0.8], ['parts', 'parts', 1.0], ['district', 'state', 0.8571428571428571], ['continue', 'following', 0.6666666666666666], ['near', 'heavy', 0.3333333333333333], ['die', 'fall', 0.8571428571428571], ['leave', 'reach', 0.8], ['near', 'heavy', 0.3333333333333333], ['power', 'state', 0.9411764705882353], ['name', 'house', 0.8888888888888888], ['state', 'state', 1.0], ['live', 'heavy', 0.5], ['update', 'warn', 0.8], ['today', 'hours', 0.7272727272727273]]"
